MacroTrends_Data_Download_AMZN
date,open,high,low,close,volume
2002-10-17,1.005,1.011,0.9215,0.937,14193480
2002-10-18,0.924,0.9645,0.918,0.952,6578040
2002-10-21,0.9445,0.9765,0.9363,0.963,6762686
2002-10-22,0.9505,0.9955,0.945,0.969,8649810
2002-10-23,0.976,0.991,0.9685,0.9875,6654098
2002-10-24,0.9975,1.1015,0.99,0.993,13010670
2002-10-25,0.942,0.968,0.9244,0.965,15921200
2002-10-28,0.964,0.9865,0.92,0.9295,8808287
2002-10-29,0.9255,0.946,0.9035,0.9285,7250625
2002-10-30,0.9425,0.961,0.9235,0.954,6893034
2002-10-31,0.9515,0.974,0.9425,0.968,6828660
2002-11-01,0.9645,0.995,0.9545,0.99,5551889
2002-11-04,0.9699,0.9905,0.9295,0.939,12983470
2002-11-05,0.9315,0.9435,0.91,0.936,7952109
2002-11-06,0.9385,0.9695,0.913,0.967,7988290
2002-11-07,0.9425,0.965,0.9385,0.956,6427488
2002-11-08,0.952,0.9833,0.9405,0.9755,7146014
2002-11-11,0.97,0.9775,0.94,0.95,5760968
2002-11-12,0.9505,0.9995,0.9505,0.991,10469090
2002-11-13,0.9805,1.05,0.9805,1.0205,18313789
2002-11-14,1.0495,1.0745,1.0475,1.0605,13203160
2002-11-15,1.0575,1.1175,1.0545,1.1105,12275000
2002-11-18,1.1325,1.187,1.1075,1.121,25374070
2002-11-19,1.094,1.0945,1.0615,1.0645,12276530
2002-11-20,1.0675,1.15,1.061,1.145,13341920
2002-11-21,1.1665,1.1925,1.1605,1.17,11301490
2002-11-22,1.16,1.214,1.155,1.1995,11696070
2002-11-25,1.2015,1.225,1.191,1.2125,10101720
2002-11-26,1.201,1.2105,1.169,1.17,6425908
2002-11-27,1.186,1.212,1.1855,1.204,5674704
2002-11-29,1.2075,1.219,1.1665,1.1675,2578945
2002-12-02,1.2075,1.25,1.2,1.2055,11170760
2002-12-03,1.1915,1.199,1.169,1.187,5916427
2002-12-04,1.174,1.19,1.148,1.1695,7889772
2002-12-05,1.183,1.184,1.11,1.129,10684310
2002-12-06,1.085,1.1345,1.0755,1.1305,9408669
2002-12-09,1.1115,1.1175,1.08,1.084,7466833
2002-12-10,1.098,1.0995,1.062,1.093,7105279
2002-12-11,1.0835,1.119,1.081,1.1065,6398223
2002-12-12,1.1235,1.131,1.0905,1.115,5988941
2002-12-13,1.0975,1.1175,1.0935,1.109,3866092
2002-12-16,1.1115,1.1265,1.102,1.1255,4953650
2002-12-17,1.1165,1.128,1.116,1.123,3441616
2002-12-18,1.1125,1.113,1.099,1.105,3997613
2002-12-19,1.0815,1.11,1.0765,1.0845,5829997
2002-12-20,1.0895,1.1005,1.0803,1.0965,4942407
2002-12-23,1.089,1.1235,1.089,1.112,4433916
2002-12-24,1.109,1.114,1.094,1.094,2351796
2002-12-26,1.0795,1.08,1,1.015,14214179
2002-12-27,0.9985,1.005,0.9215,0.943,22003650
2002-12-30,0.9425,0.97,0.937,0.9625,8319291
2002-12-31,0.9625,0.978,0.9415,0.9445,5555714
2003-01-02,0.9595,0.984,0.9275,0.9785,6510546
2003-01-03,0.9795,1.0265,0.9705,1.026,8790509
2003-01-06,1.02,1.0585,1.015,1.035,7716425
2003-01-07,1.0415,1.0875,1.03,1.0775,9590465
2003-01-08,1.072,1.08,1.041,1.051,7013438
2003-01-09,1.054,1.085,1.045,1.0725,6164917
2003-01-10,1.048,1.0835,1.0405,1.066,7613113
2003-01-13,1.0665,1.105,1.0625,1.102,7134949
2003-01-14,1.0925,1.138,1.083,1.137,7072872
2003-01-15,1.1295,1.1305,1.097,1.1135,7032012
2003-01-16,1.0845,1.105,1.0725,1.09,7931255
2003-01-17,1.073,1.0855,1.0615,1.07,5820636
2003-01-21,1.0625,1.0805,1.018,1.054,6312447
2003-01-22,1.0385,1.085,1.0375,1.0585,6696773
2003-01-23,1.077,1.102,1.0575,1.0895,11056550
2003-01-24,1.1295,1.1645,1.095,1.1055,21753801
2003-01-27,1.084,1.1185,1.082,1.089,8224657
2003-01-28,1.0955,1.0985,1.0615,1.081,7989632
2003-01-29,1.0775,1.1175,1.07,1.104,7090712
2003-01-30,1.11,1.12,1.087,1.091,5978606
2003-01-31,1.082,1.1135,1.078,1.0925,6272650
2003-02-03,1.097,1.122,1.091,1.108,5209829
2003-02-04,1.097,1.107,1.0785,1.1025,4827496
2003-02-05,1.109,1.125,1.1017,1.1085,5356465
2003-02-06,1.108,1.124,1.0965,1.1045,4046464
2003-02-07,1.105,1.1055,1.06,1.072,6954713
2003-02-10,1.07,1.0705,1.0285,1.07,8116839
2003-02-11,1.078,1.08,1.0345,1.039,6699142
2003-02-12,1.0395,1.06,1.033,1.0565,5451119
2003-02-13,1.0475,1.05,0.9805,1.003,11607080
2003-02-14,0.9995,1.0115,0.9855,1.003,6641063
2003-02-18,1.0075,1.0705,1.0075,1.0695,7916770
2003-02-19,1.0575,1.0625,1.051,1.0595,5501523
2003-02-20,1.0595,1.0751,1.0545,1.068,4186801
2003-02-21,1.0675,1.0915,1.052,1.089,7223249
2003-02-24,1.082,1.109,1.082,1.089,6947779
2003-02-25,1.075,1.1,1.07,1.094,5638154
2003-02-26,1.0815,1.099,1.081,1.082,4130946
2003-02-27,1.083,1.0885,1.0125,1.081,5090825
2003-02-28,1.0785,1.101,1.0715,1.1005,4697601
2003-03-03,1.1075,1.1305,1.087,1.0905,4492240
2003-03-04,1.085,1.1175,1.068,1.1135,5445639
2003-03-05,1.104,1.131,1.101,1.121,5172388
2003-03-06,1.116,1.1425,1.106,1.1345,5423306
2003-03-07,1.116,1.152,1.113,1.1485,4826215
2003-03-10,1.13,1.148,1.1275,1.144,4416181
2003-03-11,1.1375,1.146,1.126,1.139,4045329
2003-03-12,1.1255,1.169,1.1245,1.168,5588014
2003-03-13,1.184,1.2295,1.1565,1.221,11236030
2003-03-14,1.227,1.245,1.21,1.2355,8921881
2003-03-17,1.2235,1.342,1.22,1.3275,15160490
2003-03-18,1.323,1.342,1.305,1.339,8770714
2003-03-19,1.3166,1.3345,1.3083,1.327,8493613
2003-03-20,1.317,1.3815,1.3065,1.3725,9392902
2003-03-21,1.3855,1.3975,1.352,1.3965,10689060
2003-03-24,1.354,1.3635,1.31,1.3115,10361260
2003-03-25,1.3125,1.3545,1.3105,1.345,7213208
2003-03-26,1.344,1.3935,1.3355,1.388,7275748
2003-03-27,1.3795,1.402,1.3725,1.3885,10642140
2003-03-28,1.3795,1.3975,1.355,1.359,6437041
2003-03-31,1.3285,1.337,1.298,1.3015,9222831
2003-04-01,1.2775,1.2795,1.253,1.277,9748349
2003-04-02,1.299,1.324,1.2923,1.319,6623003
2003-04-03,1.3255,1.3545,1.301,1.3325,7325697
2003-04-04,1.3355,1.3415,1.2975,1.311,6072818
2003-04-07,1.3605,1.378,1.3375,1.341,7230910
2003-04-08,1.3395,1.34,1.3225,1.326,5422626
2003-04-09,1.3176,1.3185,1.242,1.253,11965070
2003-04-10,1.2715,1.297,1.239,1.2835,9498178
2003-04-11,1.2925,1.312,1.271,1.2875,6913693
2003-04-14,1.24,1.2575,1.225,1.2525,10458040
2003-04-15,1.2445,1.2715,1.241,1.2565,6360151
2003-04-16,1.265,1.275,1.2065,1.219,9318137
2003-04-17,1.2235,1.2505,1.2175,1.2495,6830932
2003-04-21,1.2515,1.3085,1.245,1.2625,7132341
2003-04-22,1.2545,1.2845,1.241,1.279,6920102
2003-04-23,1.32,1.3275,1.268,1.2715,8877952
2003-04-24,1.27,1.2815,1.2385,1.256,18351150
2003-04-25,1.4,1.45,1.391,1.4485,40053280
2003-04-28,1.432,1.4595,1.43,1.4555,15837619
2003-04-29,1.4455,1.452,1.4305,1.4445,10544110
2003-04-30,1.43,1.45,1.419,1.4345,9471889
2003-05-01,1.434,1.435,1.4075,1.433,7703063
2003-05-02,1.4315,1.473,1.4275,1.4715,9900515
2003-05-05,1.4735,1.5025,1.4505,1.498,11157240
2003-05-06,1.4935,1.559,1.49,1.544,13990520
2003-05-07,1.533,1.543,1.5015,1.535,10379540
2003-05-08,1.518,1.5382,1.511,1.5225,8526125
2003-05-09,1.523,1.5496,1.51,1.5483,5993348
2003-05-12,1.5415,1.59,1.5335,1.585,7263644
2003-05-13,1.5775,1.6745,1.572,1.6475,15875290
2003-05-14,1.657,1.6595,1.622,1.63,8008660
2003-05-15,1.632,1.6375,1.61,1.6315,5208609
2003-05-16,1.6255,1.6581,1.619,1.6525,7645616
2003-05-19,1.635,1.6485,1.57,1.578,9795078
2003-05-20,1.578,1.6065,1.5585,1.574,8078492
2003-05-21,1.567,1.592,1.558,1.5875,5217622
2003-05-22,1.5875,1.665,1.5645,1.65,8516728
2003-05-23,1.6515,1.6525,1.6235,1.636,7075648
2003-05-27,1.6275,1.7515,1.6225,1.7425,12232070
2003-05-28,1.744,1.7865,1.7325,1.743,9058620
2003-05-29,1.7445,1.7985,1.735,1.7775,9344755
2003-05-30,1.7805,1.8045,1.75,1.7945,10195300
2003-06-02,1.825,1.8339,1.7675,1.77,9553973
2003-06-03,1.7355,1.7655,1.734,1.7615,10097740
2003-06-04,1.75,1.78,1.735,1.7695,9333458
2003-06-05,1.758,1.792,1.7305,1.776,7198529
2003-06-06,1.802,1.813,1.6625,1.6675,11386950
2003-06-09,1.7235,1.7235,1.654,1.684,8438771
2003-06-10,1.701,1.719,1.6415,1.7035,9663998
2003-06-11,1.6985,1.7405,1.68,1.7325,7746445
2003-06-12,1.7651,1.7701,1.7355,1.7601,7035218
2003-06-13,1.77,1.7725,1.7025,1.7065,6011825
2003-06-16,1.7285,1.7925,1.704,1.792,7130040
2003-06-17,1.7965,1.8185,1.7625,1.792,8250023
2003-06-18,1.775,1.862,1.7675,1.7925,11211060
2003-06-19,1.79,1.8375,1.769,1.775,5988188
2003-06-20,1.79,1.7938,1.742,1.752,6981669
2003-06-23,1.774,1.793,1.7515,1.779,8411122
2003-06-24,1.7685,1.791,1.727,1.77,8199520
2003-06-25,1.765,1.8065,1.7575,1.7695,6659024
2003-06-26,1.7605,1.842,1.753,1.836,10282010
2003-06-27,1.8345,1.8545,1.809,1.815,6756561
2003-06-30,1.8315,1.8411,1.801,1.816,5977045
2003-07-01,1.8165,1.8645,1.785,1.8625,7272071
2003-07-02,1.88,1.8945,1.857,1.8925,6097211
2003-07-03,1.851,1.908,1.851,1.896,3846929
2003-07-07,1.915,1.955,1.8975,1.9525,6717397
2003-07-08,1.938,2.0415,1.9375,2.0255,12151940
2003-07-09,2.027,2.0365,1.9935,2.025,7858379
2003-07-10,1.956,1.975,1.91,1.9125,8874496
2003-07-11,1.915,1.915,1.855,1.8825,11560280
2003-07-14,1.925,1.9805,1.912,1.9635,8709280
2003-07-15,1.9805,1.9805,1.881,1.9215,5853333
2003-07-16,1.926,1.926,1.866,1.884,5632832
2003-07-17,1.8575,1.865,1.802,1.816,7642172
2003-07-18,1.816,1.8425,1.7395,1.749,13403226
2003-07-21,1.7355,1.8,1.73,1.7665,9840111
2003-07-22,1.785,1.8,1.7,1.7435,15897659
2003-07-23,1.8875,2.0125,1.8675,2.0055,32183859
2003-07-24,2.0525,2.155,2.029,2.0655,23827539
2003-07-25,2.037,2.0825,1.9875,2.08,10647770
2003-07-28,2.0745,2.109,2.0435,2.104,7454528
2003-07-29,2.0995,2.125,2.053,2.0695,7826830
2003-07-30,2.0575,2.0635,2.0225,2.033,7166620
2003-07-31,2.0675,2.0985,2.0335,2.082,8970807
2003-08-01,2.0705,2.0815,1.989,2.0015,8841683
2003-08-04,1.985,2.0145,1.9475,1.9825,7054943
2003-08-05,1.962,1.9925,1.9315,1.9335,6822316
2003-08-06,1.931,1.9975,1.914,1.947,9192645
2003-08-07,1.95,1.967,1.9295,1.9505,6408260
2003-08-08,1.9565,1.97,1.9315,1.9575,4811812
2003-08-11,1.9495,1.952,1.9175,1.9465,5249561
2003-08-12,1.9475,1.998,1.9155,1.9925,6128591
2003-08-13,2.0125,2.0235,1.9855,2.0105,7161043
2003-08-14,1.996,2.0185,1.9825,2.015,4869072
2003-08-15,2.0115,2.019,1.9985,2.005,2486593
2003-08-18,2.024,2.162,2.019,2.151,11175420
2003-08-19,2.1725,2.2095,2.146,2.1785,10513340
2003-08-20,2.153,2.197,2.1505,2.188,6748021
2003-08-21,2.211,2.2955,2.1935,2.285,11633570
2003-08-22,2.318,2.3475,2.2405,2.261,10473350
2003-08-25,2.2425,2.308,2.2265,2.2925,7122640
2003-08-26,2.2825,2.307,2.2555,2.2965,6542462
2003-08-27,2.2885,2.3035,2.263,2.294,4555741
2003-08-28,2.297,2.3,2.2405,2.297,7011012
2003-08-29,2.291,2.322,2.286,2.316,6195460
2003-09-02,2.326,2.3725,2.3005,2.3665,9460111
2003-09-03,2.379,2.3875,2.293,2.3095,10697990
2003-09-04,2.31,2.3695,2.302,2.3645,10275790
2003-09-05,2.3475,2.374,2.305,2.326,8105720
2003-09-08,2.325,2.3675,2.303,2.364,7444096
2003-09-09,2.355,2.369,2.315,2.334,8100881
2003-09-10,2.313,2.3615,2.303,2.311,8002984
2003-09-11,2.31,2.3175,2.2385,2.2595,11615190
2003-09-12,2.2425,2.2891,2.2365,2.284,6771000
2003-09-15,2.268,2.2885,2.2615,2.2755,4427177
2003-09-16,2.27,2.3125,2.2525,2.312,7755804
2003-09-17,2.3105,2.343,2.2773,2.308,7336584
2003-09-18,2.308,2.412,2.297,2.3945,9043536
2003-09-19,2.3935,2.3985,2.3675,2.379,6261354
2003-09-22,2.328,2.3765,2.31,2.3734,9243314
2003-09-23,2.3705,2.546,2.3675,2.522,20302381
2003-09-24,2.5175,2.565,2.48,2.4805,15335250
2003-09-25,2.483,2.5475,2.464,2.5025,11035970
2003-09-26,2.495,2.523,2.415,2.428,13440019
2003-09-29,2.444,2.4985,2.42,2.493,9043480
2003-09-30,2.4825,2.488,2.4175,2.4215,9264512
2003-10-01,2.4185,2.464,2.3755,2.456,12563720
2003-10-02,2.447,2.51,2.434,2.5045,8220320
2003-10-03,2.5565,2.661,2.5515,2.6445,14180791
2003-10-06,2.6445,2.712,2.6295,2.7075,7777556
2003-10-07,2.7,2.8125,2.6975,2.7455,20303350
2003-10-08,2.772,2.814,2.756,2.785,13574000
2003-10-09,2.8705,2.955,2.87,2.893,21612561
2003-10-10,2.885,2.9165,2.872,2.903,11441560
2003-10-13,2.897,2.9345,2.872,2.915,8328972
2003-10-14,2.905,2.999,2.89,2.9955,10018230
2003-10-15,3.0195,3.0205,2.9215,2.927,10268930
2003-10-16,2.908,2.9955,2.9045,2.9955,10251050
2003-10-17,2.965,2.995,2.9325,2.9845,11941250
2003-10-20,2.978,3.012,2.946,2.9795,11100160
2003-10-21,2.9865,3.0575,2.9505,2.9675,17249500
2003-10-22,2.8025,2.8075,2.6865,2.7015,32722670
2003-10-23,2.649,2.726,2.6455,2.716,14611210
2003-10-24,2.7276,2.7471,2.65,2.7255,10439551
2003-10-27,2.745,2.7625,2.725,2.741,6392299
2003-10-28,2.7595,2.845,2.7275,2.8365,9257879
2003-10-29,2.8325,2.8575,2.8,2.8345,8776403
2003-10-30,2.87,2.876,2.7785,2.7915,9827928
2003-10-31,2.795,2.8065,2.719,2.7215,7726864
2003-11-03,2.74,2.84,2.7155,2.837,9131093
2003-11-04,2.835,2.8745,2.803,2.843,7008923
2003-11-05,2.8065,2.8495,2.804,2.837,5315506
2003-11-06,2.8405,2.8435,2.7375,2.7495,8798533
2003-11-07,2.7805,2.785,2.7,2.7155,8503258
2003-11-10,2.6975,2.7,2.5868,2.599,9120420
2003-11-11,2.592,2.6375,2.538,2.6115,10971110
2003-11-12,2.6285,2.7145,2.6055,2.7065,9263500
2003-11-13,2.702,2.7565,2.6785,2.74,7072910
2003-11-14,2.7215,2.739,2.6105,2.6225,8369025
2003-11-17,2.596,2.6095,2.479,2.518,12997020
2003-11-18,2.5365,2.5489,2.4225,2.425,12604750
2003-11-19,2.4355,2.4925,2.3835,2.4765,14088499
2003-11-20,2.455,2.523,2.417,2.4425,12353530
2003-11-21,2.4501,2.46,2.388,2.429,9203986
2003-11-24,2.464,2.5725,2.4325,2.5665,10646500
2003-11-25,2.5675,2.665,2.5625,2.6235,13777631
2003-11-26,2.6415,2.677,2.5935,2.648,8910532
2003-11-28,2.642,2.703,2.6415,2.6985,3983158
2003-12-01,2.72,2.7375,2.6525,2.7325,11529690
2003-12-02,2.725,2.7375,2.6925,2.6965,6295469
2003-12-03,2.705,2.7125,2.568,2.5755,11593800
2003-12-04,2.5725,2.6215,2.5375,2.59,10216120
2003-12-05,2.56,2.635,2.56,2.578,7502604
2003-12-08,2.5775,2.61,2.506,2.554,8376355
2003-12-09,2.5585,2.5825,2.465,2.467,10471640
2003-12-10,2.4725,2.5085,2.4155,2.46,9254813
2003-12-11,2.463,2.5575,2.4595,2.54,9418832
2003-12-12,2.5495,2.5655,2.496,2.5495,6196235
2003-12-15,2.6025,2.6125,2.5025,2.5205,9677122
2003-12-16,2.48,2.49,2.4315,2.475,10558080
2003-12-17,2.4735,2.4805,2.35,2.379,13857619
2003-12-18,2.3805,2.4445,2.3725,2.4375,10750680
2003-12-19,2.44,2.4705,2.413,2.462,8049788
2003-12-22,2.449,2.505,2.435,2.4945,7799888
2003-12-23,2.501,2.631,2.4885,2.624,11004930
2003-12-24,2.615,2.694,2.6075,2.666,5659704
2003-12-26,2.707,2.747,2.657,2.6735,7078580
2003-12-29,2.6895,2.692,2.6065,2.6735,8059788
2003-12-30,2.659,2.675,2.63,2.6415,5152153
2003-12-31,2.641,2.674,2.62,2.631,5308465
2004-01-02,2.638,2.6565,2.5715,2.595,6637470
2004-01-05,2.6,2.68,2.5685,2.6635,11284250
2004-01-06,2.6555,2.675,2.637,2.6515,5985669
2004-01-07,2.609,2.633,2.547,2.595,9241422
2004-01-08,2.6045,2.6048,2.5015,2.512,10320260
2004-01-09,2.4885,2.6075,2.455,2.5795,12779200
2004-01-12,2.5825,2.6515,2.54,2.6475,9450845
2004-01-13,2.6335,2.7495,2.6205,2.7455,14522210
2004-01-14,2.731,2.7995,2.7075,2.79,11081540
2004-01-15,2.7365,2.839,2.731,2.809,12217250
2004-01-16,2.8115,2.8185,2.7635,2.786,9114115
2004-01-20,2.7785,2.842,2.7705,2.8305,7749863
2004-01-21,2.8075,2.847,2.782,2.81,6785161
2004-01-22,2.8405,2.891,2.812,2.859,10672830
2004-01-23,2.855,2.8805,2.831,2.8555,6038984
2004-01-26,2.8405,2.86,2.815,2.8515,5565979
2004-01-27,2.8375,2.887,2.783,2.787,13058500
2004-01-28,2.687,2.7225,2.581,2.598,21581490
2004-01-29,2.6015,2.603,2.43,2.461,22485961
2004-01-30,2.465,2.5685,2.465,2.52,11408360
2004-02-02,2.528,2.5325,2.3975,2.4135,11593020
2004-02-03,2.4095,2.414,2.226,2.247,27672971
2004-02-04,2.24,2.2955,2.215,2.2695,21602350
2004-02-05,2.3015,2.3545,2.2952,2.302,13187540
2004-02-06,2.31,2.3365,2.2755,2.3175,6507995
2004-02-09,2.3375,2.34,2.285,2.293,6148205
2004-02-10,2.2925,2.3125,2.2755,2.2795,4948966
2004-02-11,2.293,2.3682,2.277,2.357,7881627
2004-02-12,2.35,2.405,2.3355,2.353,6757648
2004-02-13,2.3645,2.385,2.312,2.319,5431614
2004-02-17,2.307,2.3225,2.24,2.2765,11042520
2004-02-18,2.268,2.2685,2.232,2.2435,7953492
2004-02-19,2.2575,2.308,2.2325,2.2325,7442421
2004-02-20,2.24,2.269,2.2365,2.2585,7475273
2004-02-23,2.2595,2.2626,2.1675,2.1984,9341664
2004-02-24,2.195,2.197,2.1115,2.116,11095220
2004-02-25,2.125,2.1645,2.125,2.147,7155804
2004-02-26,2.15,2.1925,2.15,2.1825,5962231
2004-02-27,2.1715,2.18,2.126,2.1505,7163979
2004-03-01,2.144,2.174,2.129,2.1485,4967428
2004-03-02,2.1365,2.1745,2.093,2.1005,6966529
2004-03-03,2.086,2.169,2.0825,2.1585,9602788
2004-03-04,2.158,2.2235,2.155,2.2195,7380074
2004-03-05,2.186,2.2415,2.1765,2.2045,6426434
2004-03-08,2.1995,2.253,2.1565,2.175,6608409
2004-03-09,2.164,2.1945,2.1135,2.1355,6594021
2004-03-10,2.136,2.16,2.073,2.0775,6932693
2004-03-11,2.0545,2.1185,2.052,2.064,7057037
2004-03-12,2.0675,2.1305,2.065,2.122,6223786
2004-03-15,2.113,2.14,2.046,2.054,6612144
2004-03-16,2.073,2.118,2.063,2.1065,6218116
2004-03-17,2.15,2.1725,2.1295,2.14,5107204
2004-03-18,2.1265,2.16,2.1105,2.1505,5724281
2004-03-19,2.154,2.1875,2.1315,2.14,5755523
2004-03-22,2.0875,2.0925,2.0255,2.0425,8981209
2004-03-23,2.0605,2.087,1.9925,2.0115,11230060
2004-03-24,2.0175,2.019,1.9575,1.9815,7875817
2004-03-25,2,2.11,2,2.0995,7112665
2004-03-26,2.1005,2.1245,2.0645,2.085,5740394
2004-03-29,2.1035,2.14,2.0985,2.138,5561931
2004-03-30,2.1355,2.1965,2.128,2.19,5453372
2004-03-31,2.1925,2.2,2.1475,2.164,4675082
2004-04-01,2.172,2.242,2.165,2.237,6508422
2004-04-02,2.2935,2.3125,2.2625,2.3045,8148054
2004-04-05,2.2835,2.3545,2.2795,2.348,5939097
2004-04-06,2.3155,2.3485,2.2875,2.322,5916222
2004-04-07,2.31,2.34,2.2695,2.2925,4551251
2004-04-08,2.392,2.4075,2.35,2.405,8879688
2004-04-12,2.4025,2.4185,2.3785,2.398,4345828
2004-04-13,2.4,2.417,2.318,2.329,5724315
2004-04-14,2.299,2.383,2.299,2.3395,6150600
2004-04-15,2.347,2.38,2.3,2.3495,5603251
2004-04-16,2.3535,2.355,2.2667,2.275,8393463
2004-04-19,2.2675,2.3635,2.256,2.3555,5352403
2004-04-20,2.381,2.3905,2.259,2.26,9376067
2004-04-21,2.2625,2.3245,2.2455,2.286,6060412
2004-04-22,2.2975,2.455,2.2945,2.443,15802720
2004-04-23,2.299,2.3444,2.2755,2.3145,14603899
2004-04-26,2.3125,2.388,2.3075,2.3625,7314168
2004-04-27,2.3815,2.44,2.3395,2.4,8995818
2004-04-28,2.381,2.4175,2.332,2.3485,6131676
2004-04-29,2.345,2.354,2.2755,2.3095,9039531
2004-04-30,2.303,2.3175,2.1655,2.18,9850430
2004-05-03,2.1885,2.2575,2.1705,2.2205,6923343
2004-05-04,2.2205,2.2285,2.185,2.1975,7292520
2004-05-05,2.1985,2.2525,2.1975,2.213,4891687
2004-05-06,2.178,2.2125,2.1385,2.157,7823724
2004-05-07,2.148,2.209,2.084,2.095,9288656
2004-05-10,2.0625,2.1074,2.0285,2.063,10312140
2004-05-11,2.0955,2.152,2.095,2.135,7595504
2004-05-12,2.099,2.1575,2.0625,2.151,7487127
2004-05-13,2.123,2.2065,2.1125,2.1805,8282505
2004-05-14,2.1825,2.196,2.138,2.1525,5129626
2004-05-17,2.112,2.1295,2.085,2.104,6628153
2004-05-18,2.112,2.12,2.0915,2.0995,5604397
2004-05-19,2.1189,2.1635,2.0735,2.0845,7379319
2004-05-20,2.0825,2.0985,2.04,2.049,5926266
2004-05-21,2.059,2.074,2.0275,2.0585,5273477
2004-05-24,2.062,2.115,2.0585,2.0815,5078341
2004-05-25,2.0875,2.193,2.0695,2.181,7222441
2004-05-26,2.1845,2.25,2.1835,2.2345,7419645
2004-05-27,2.263,2.3915,2.2425,2.381,14175191
2004-05-28,2.3635,2.434,2.344,2.425,10625330
2004-06-01,2.394,2.5225,2.385,2.5115,12941900
2004-06-02,2.5175,2.5605,2.4885,2.5175,12473490
2004-06-03,2.494,2.5175,2.466,2.47,8345813
2004-06-04,2.5105,2.5755,2.5,2.5475,12585550
2004-06-07,2.5795,2.5995,2.5325,2.588,7710660
2004-06-08,2.57,2.606,2.555,2.597,5993194
2004-06-09,2.58,2.5915,2.5005,2.512,6579371
2004-06-10,2.518,2.5235,2.463,2.497,7208974
2004-06-14,2.4725,2.4995,2.452,2.4625,5180842
2004-06-15,2.487,2.53,2.4745,2.5055,6912444
2004-06-16,2.5055,2.5375,2.4955,2.5285,4097550
2004-06-17,2.5245,2.5455,2.4705,2.4885,5875764
2004-06-18,2.485,2.514,2.47,2.48,4427389
2004-06-21,2.4795,2.515,2.4625,2.4885,4490227
2004-06-22,2.4815,2.4895,2.412,2.45,8120492
2004-06-23,2.439,2.55,2.4175,2.5405,7594801
2004-06-24,2.55,2.597,2.5345,2.551,6760724
2004-06-25,2.551,2.5965,2.5435,2.59,7648239
2004-06-28,2.61,2.702,2.61,2.6695,11503850
2004-06-29,2.6625,2.697,2.6325,2.6855,8593921
2004-06-30,2.685,2.735,2.671,2.72,6912096
2004-07-01,2.689,2.702,2.6025,2.628,7219680
2004-07-02,2.63,2.662,2.5915,2.6295,4862314
2004-07-06,2.62,2.63,2.5245,2.562,6156891
2004-07-07,2.5395,2.6015,2.512,2.55,6543082
2004-07-08,2.427,2.4985,2.4235,2.475,10034400
2004-07-09,2.499,2.5001,2.391,2.416,8033485
2004-07-12,2.4075,2.4675,2.4015,2.4525,7073691
2004-07-13,2.4575,2.499,2.4435,2.48,4908792
2004-07-14,2.453,2.52,2.4445,2.475,5065759
2004-07-15,2.4785,2.4835,2.406,2.4335,5247216
2004-07-16,2.4495,2.453,2.339,2.355,9283079
2004-07-19,2.363,2.363,2.2575,2.301,9856318
2004-07-20,2.307,2.3925,2.306,2.3495,7626213
2004-07-21,2.366,2.38,2.226,2.238,9339309
2004-07-22,2.182,2.3035,2.182,2.291,16435699
2004-07-23,2.123,2.138,1.978,1.999,35928312
2004-07-26,2,2.012,1.9165,1.939,13972320
2004-07-27,1.96,1.9955,1.94,1.9555,10534830
2004-07-28,1.961,1.9785,1.869,1.8985,10186450
2004-07-29,1.9145,1.948,1.901,1.929,8199962
2004-07-30,1.925,1.971,1.9115,1.946,6034722
2004-08-02,1.9225,1.938,1.8905,1.915,5913847
2004-08-03,1.914,1.954,1.8615,1.8805,7754340
2004-08-04,1.846,1.873,1.82,1.856,9766047
2004-08-05,1.874,1.874,1.769,1.7805,8402308
2004-08-06,1.7515,1.8335,1.7425,1.7745,11513070
2004-08-09,1.767,1.815,1.7425,1.766,9167166
2004-08-10,1.778,1.86,1.7775,1.855,10092150
2004-08-11,1.82,1.845,1.78,1.828,9448068
2004-08-12,1.8105,1.8675,1.8085,1.8145,9119339
2004-08-13,1.828,1.85,1.7935,1.8065,4981083
2004-08-16,1.807,1.92,1.799,1.8975,8165361
2004-08-17,1.9245,1.972,1.895,1.9115,11162970
2004-08-18,1.896,1.977,1.871,1.968,9556856
2004-08-19,2.017,2.024,1.8175,1.9315,12698510
2004-08-20,1.9225,1.9955,1.9055,1.9755,6794007
2004-08-23,1.9945,2,1.9555,1.9725,5534194
2004-08-24,1.9875,1.9965,1.916,1.9525,7640355
2004-08-25,1.9505,2.0245,1.908,2.015,7254757
2004-08-26,2.009,2.0415,1.985,2.0095,6977569
2004-08-27,2.0155,2.0195,1.98,1.995,4240333
2004-08-30,1.9955,1.9975,1.9125,1.9155,7711737
2004-08-31,1.919,1.9425,1.893,1.907,6151148
2004-09-01,1.9115,1.9505,1.901,1.912,5252489
2004-09-02,1.8955,1.982,1.8955,1.959,5722554
2004-09-03,1.9505,2.0005,1.932,1.937,5228965
2004-09-07,1.9515,1.968,1.9055,1.9255,5836047
2004-09-08,1.921,1.9405,1.8855,1.9005,6619132
2004-09-09,1.911,1.9155,1.868,1.9035,6961337
2004-09-10,1.91,1.94,1.895,1.9285,4638479
2004-09-13,1.9566,2.002,1.941,2.0005,8088616
2004-09-14,2.0105,2.1375,1.995,2.1335,15878939
2004-09-15,2.1,2.159,2.0935,2.1105,11143510
